"","GEOID","NAME","population","fracWhite","fracBlack","fracNonCitizen","fracCitizens","fracSameHouse1yr","fracMovedWithinCounty1yr","fracDifferentCountySameState1yr","fracMovedFromOutOfState1y","fracMovedFromAbroad1y","frac_commute_under30","fracCarTruckVanAloneCommute","fracCarTruckVanCarpoolCommute","fracPublicTransCommute","fracWalkingCommute","fracCabMotoBikeOTHERCommute","fracWFH","fracHSgrads","fracGED","fracAssociates","fracBatchelor","fracEnglishOnly","fracSpeaksSpanish","fracSpeaksIndoEuro","fracSpeaksAPIsla","incomeInequality","fracWithComputer","fracWithoutComputer","fracWithInternet","fracWithoutInternet","fracWithCellOnly","fracWithCell","aggHouseholdIncome","avgHouseholdSizeRenters","aveHouseholdSizeOwners","fracOwners","fracRenters","incomeDeficitTotal","incomeDeficitMale","incomeDeficitFemale","fracEarning","fracInterest","fracSocialSecurityIncome","fracSSI","fracPublicAssistance","fracPAorSNAP","fracWhite_I","fracBlack_I","fracNonCitizen_I","fracCitizens_I","fracSameHouse1yr_I","fracMovedWithinCounty1yr_I","fracDifferentCountySameState1yr_I","fracMovedFromOutOfState1y_I","fracMovedFromAbroad1y_I","fracCarTruckVanAloneCommute_I","fracCarTruckVanCarpoolCommute_I","fracPublicTransCommute_I","fracWalkingCommute_I","fracCabMotoBikeOTHERCommute_I","fracWFH_I","fracHSgrads_I","fracGED_I","fracAssociates_I","fracBatchelor_I","fracEnglishOnly_I","fracSpeaksSpanish_I","fracSpeaksIndoEuro_I","fracSpeaksAPIsla_I","incomeInequality_I","fracWithComputer_I","fracWithoutComputer_I","fracWithInternet_I","fracWithoutInternet_I","fracWithCellOnly_I","fracWithCell_I","avgHouseholdSizeRenters_I","aveHouseholdSizeOwners_I","fracOwners_I","fracRenters_I","fracEarning_I","fracInterest_I","fracSocialSecurityIncome_I","fracSSI_I","fracPublicAssistance_I","fracPAorSNAP_I","climate_base","climate_trans","res1","storm_exposure","storm_dist","res1Binned"
"1","12001","Alachua County, Florida",263148,0.694255704014471,0.19985711462751,0.051856749813793,0.948143250186207,0.772419111638025,0.125611482636771,0.0661686560235116,0.0248046133127683,0.0109961363889241,0.751010048689527,0.751340002470051,0.0942900662796921,0.0387386274751966,0.0291301305010086,0.0402371248610597,0.0462640484129925,0.180558956681171,0.0368891316769328,0.105474661090914,0.217171812308098,0.862381820664616,0.062184219193047,0.0353232711879383,0.00498421598001494,0.5138,0.907829115489242,0.0921708845107576,0.841769021515127,0.121836616931828,0.0563947737202209,0.629781139230072,6823357800,2.46,2.61,0.562083821365897,0.437916178634103,288089400,139753800,148335500,0.770577446212184,0.185434012035282,0.256058857472591,0.0383830681724507,0.0161054323633666,0.166793751545627,0.0150942882113994,0.0130536453189275,0.0015917935489976,0.00173338373313978,0.0154645551626398,0.00339798045378401,0.00445729963697236,0.000220358093722557,0.000190775404535986,0.00939346216624528,0.00116992456264661,0.00217189265719386,0.00258670211321424,0.000952086999347303,0.000576819005265386,0.0032296134453171,0.00032600531172039,0.000591106037188039,0.00327266649136743,0.00317710878838928,0.000553115954199931,0.000338067414259219,4.15266923504977e-05,0.0025173782157103,0.00273302669576728,0.00256473899698826,0.00602849165360843,0.00447884844246523,0.000522272650306272,0.00820558029269836,0.199361372174285,0.0720139160581165,0.0472288687136422,0.0444385932494287,0.00425508645472212,0.00615331222501116,0.00889749213571349,0.000669060049521448,0.000128686475616659,0.166793751545627,10.0797531575975,-3.84253340131375,0.925977898614278,FALSE,285.925628762213,2
"2","12003","Baker County, Florida",27785,0.828972467158539,0.137124347669606,0.00676624077739788,0.993233759222602,0.827929901423877,0.0649507119386638,0.0945235487404162,0.0112814895947426,0.00131434830230011,0.483294873081168,0.836133642332947,0.100714561606798,0,0.000965623792970259,0.0246234067207416,0.0375627655465431,0.336513210783,0.0914840023581114,0.0841952944959537,0.0913768154777855,0.96177323363345,0.0167862047916985,0.0134671142987944,0.00324278956203266,0.4414,0.869797101449275,0.130202898550725,0.753739130434783,0.195478260869565,0.087536231884058,0.516869565217391,637357600,2.9,2.92,0.758004290140621,0.241995709859379,8002000,4534000,3468000,0.734144927536232,0.183768115942029,0.341565217391304,0.0820869565217391,0.0248115942028986,0.257971014492754,0.00310424032912103,0.00212325381768986,8.53537511824558e-06,8.52553647034484e-06,0.000467547114850104,0.000142986162812648,0.000826879834525507,5.3824641882763e-05,1.96816945190861e-06,0.000227679263479964,0.000285407387344086,0,1.50984747031699e-06,0.000251364923234197,0.000111198510340014,0.000555742827892922,0.000760218019668898,0.000201449368727073,0.000117152532076818,7.60311364806902e-05,5.37814820948459e-05,3.25666679491578e-05,8.90482226824486e-06,0.00147912278294428,0.000454744104119932,0.000458421304322912,0.00042703361923104,0.000452460195692991,0.000350191775237024,0.000592482943211124,0.0724458400318664,0.0158367244893268,0.00243559252169119,0.00237538488586616,0.000684220623864539,0.00149753690488693,0.00118202826413763,0.000187549980032297,0.000268606868529909,0.257971014492754,-6.47779271638296,1.78409518286491,1,FALSE,255.942699961558,3
"3","12005","Bay County, Florida",182482,0.812244495347486,0.109698490810052,0.0279698819609605,0.972030118039039,0.800772985489863,0.119174149410543,0.0243501535420172,0.0495721369828022,0.00613057457477469,0.690256797583082,0.813500339509167,0.103574546512756,0.0104641575322534,0.0123678339315162,0.0233291298865069,0.036763992627801,0.248122124503145,0.0660151481956746,0.103142311664737,0.148391286657695,0.929880240570918,0.0343672739387351,0.0145827123260449,0.0054473298147791,0.4509,0.899229333751193,0.100770666248807,0.828843715722446,0.144717161213123,0.0965255915326429,0.629310958845568,4861984100,2.55,2.58,0.636382297624926,0.363617702375074,60804200,25198200,35606000,0.750637473468283,0.18779469793017,0.353252895340389,0.0603854755765752,0.0191028362227382,0.23478966936851,0.0111127133869106,0.00787784490490869,0.000275437686146679,0.000284880436006122,0.00292879044128139,0.00151856412838305,0.000197988576681939,0.00136201809832194,8.90856751816434e-05,0.00206602101644401,0.000966303649279065,0.00017720509213369,0.000167002441116188,0.000223462135656028,0.000373722292178218,0.00231083467868827,0.00042578856863112,0.000456634326626984,0.00275819929560787,0.00125713738613829,0.000705480268304561,9.57411748110922e-05,8.5315355500563e-05,0.00100452671258351,0.00205253056565142,0.00194395140490619,0.00296443737395698,0.00312196341708624,0.00110698267369703,0.0028962655185058,0.100274208923939,0.0480086573763847,0.0181246035987265,0.0167102273195372,0.00249411454603037,0.00452563232241911,0.00389584801070083,0.00075014596866403,0.000101544076597676,0.23478966936851,-0.904211291736272,2.35991677090268,0.633935606304688,TRUE,23.5117120060197,1
"4","12007","Bradford County, Florida",26979,0.775973905630305,0.198413580933319,0.0126023944549464,0.987397605545054,0.881414081145585,0.0238663484486874,0.0822643198090692,0.0119331742243437,0.000522076372315036,0.508075221238938,0.860374919198449,0.0732600732600733,0.00646412411118293,0.0145442792501616,0.0192846369316958,0.0260719672484378,0.311422413793103,0.0860016420361248,0.0812807881773399,0.0735324302134647,0.949493368804037,0.0267203943507687,0.0167442588318141,0.000743319901412308,0.4403,0.731568998109641,0.268431001890359,0.666296008006227,0.310908484376737,0.096630712776604,0.29511842544201,513033800,2.82,2.5,0.659358974358974,0.340641025641026,10113900,4816500,5297400,0.659735349716446,0.111419993328144,0.42755476481708,0.0848437673746247,0.0131213165795619,0.220060046702991,0.00512034282687347,0.00557842545056942,1.20300061436628e-05,1.20463965585513e-05,0.000787795181514264,1.29066579935774e-05,0.00095655127683137,4.48393718714576e-05,1.83279229428549e-07,0.00033209263123762,0.000265206050730329,5.1381650764117e-05,2.29327900630387e-05,2.82100951628583e-05,0.00012876677318877,0.0017180999097649,0.00107033316323079,0.000347167740815187,0.000314285783041588,9.62083247023622e-05,8.84932726807743e-05,5.56355931106129e-05,4.71684680426466e-07,0.00103127048895705,0.00160154555605596,0.00159921324840414,0.00263458907009988,0.00288608773395299,0.000203728745659029,0.000591823537947762,0.0221826993316059,0.0273202493211627,0.00712313921961721,0.00692795232298439,0.000480170424829319,0.000931296584820131,0.000431916566435812,5.95142982046362e-05,3.03912453347795e-05,0.220060046702991,-3.56908833065659,1.08908345301747,0.824446100295017,FALSE,284.214708693453,2
"5","12009","Brevard County, Florida",576808,0.826561004701738,0.100726758297388,0.0319395708797381,0.968060429120262,0.848304032187527,0.0862363334207994,0.0222006472491909,0.0367252689582787,0.00653371818420362,0.675064667687272,0.812560884999587,0.082654998761661,0.00585321555353752,0.00989845620407826,0.0273466523569718,0.0616857921241641,0.239587043320149,0.0465935291581532,0.117986953343206,0.181652670253248,0.896007961879047,0.0606019806447739,0.0246188723461161,0.0049161328120025,0.455,0.908321974065919,0.0916780259340813,0.854470308622558,0.119219880465555,0.0561147810282758,0.591686763832093,16883148900,2.49,2.5,0.729571773051634,0.270428226948366,195764800,92752300,103012500,0.674460871692706,0.249965048407955,0.435099262521408,0.048600188738597,0.0184631784977806,0.257095173185139,0.0113933557277368,0.00736956861396946,0.000445684878731304,0.000470230727591345,0.00171438812086059,0.000903514225453294,0.00013577007858833,0.000442413529955189,6.29565962031045e-05,0.00290164349679825,0.00129417903350066,0.000105512238972143,0.000287615981102693,0.00030386328367005,0.000757444183241332,0.00194521693172227,0.000262620829716624,0.000355521102481671,0.00257742384792215,0.00114622566119427,0.000804346062179897,0.000152539548506459,3.29393093506999e-05,0.0015822239529747,0.00205757225826168,0.00188927029996515,0.00328119145688358,0.00245195973878787,0.000392540097752264,0.00472706973780315,0.163468878332206,0.0549058884896934,0.0171840890961532,0.0149044792938927,0.00431791800059415,0.0054159792796202,0.00367644903561733,0.000494659268535095,0.00011749040496182,0.257095173185139,1.90825666427819,-0.747900061192683,0.986084291835396,FALSE,507.043363544367,2
"6","12011","Broward County, Florida",1909151,0.611541989083106,0.284666325502802,0.137303963908565,0.862696036091435,0.843378241602143,0.0971393554585606,0.0238751614743302,0.0185300235001756,0.0170772179647905,0.550917528710937,0.799487404143286,0.0893477985436007,0.0264812559994331,0.0117411723778048,0.0224708967098948,0.0504714722259803,0.240280417756123,0.0335812682009775,0.0980837475496539,0.200711232475749,0.592803101948175,0.25999232301205,0.116267426206344,0.0140527820736768,0.4861,0.916248343322269,0.0837516566777307,0.830356200372972,0.128133026823518,0.0775427804037016,0.614652361572114,56070679500,2.78,2.77,0.619982017801425,0.380017982198575,607095600,272224000,334871500,0.794228897151101,0.180548550920116,0.301033004539004,0.0435852851831435,0.0178334760324181,0.134573544762553,0.0331684745850338,0.0293924605426411,0.00246652315668946,0.00258108569533661,0.00236049986157404,0.0012863799583145,0.000192802937082901,0.000170294373545389,0.000159286143031027,0.00304324203133635,0.000908740304250227,0.000610216901341152,0.000152539099139189,0.000327865202853175,0.000912194832638184,0.00300228170898213,0.00018341866818603,0.000455731775068012,0.00377283397861539,0.00885604701919453,0.00896604118212423,0.00274722940433138,0.000153650276053943,0.00197151859034488,0.00216910440224439,0.00206852245028994,0.00598163866136972,0.0040291102535383,0.000969589471745258,0.00717004482461585,0.308242748397986,0.211592466841926,0.0210970705676789,0.0200124198214579,0.00839535033960197,0.00610664504671907,0.00718892799657743,0.000578651540972582,0.000175387047439252,0.134573544762553,10.2074217729993,-1.72088969000445,1,FALSE,621.409109232023,3
"7","12013","Calhoun County, Florida",14444,0.80296316809748,0.12545001384658,0.0192467460537247,0.980753253946275,0.833762976381244,0.0493276666898906,0.0939176478784923,0.021249912910193,0.00174179614017975,0.642622231966674,0.813390928725702,0.136933045356371,0,0.00928725701943844,0.0254859611231102,0.014902807775378,0.316592189625024,0.102292597629687,0.0613949873712842,0.0729551194870798,0.935088482738613,0.0466347548592979,0.013272410791993,0.00224833188279663,0.4523,0.746927129060579,0.253072870939421,0.64332748024583,0.312993854258121,0.131474978050922,0.385864793678665,242157700,2.72,2.73,0.824031569622292,0.175968430377708,4655400,2387100,2268300,0.625109745390694,0.158252853380158,0.418349429323968,0.0744073748902546,0.0375329236172081,0.22739244951712,0.00470164055853968,0.00301375273537586,9.70260671813106e-05,9.76114302930334e-05,0.00181448120593228,0.000105697700956393,0.000758482335376446,5.04183892618308e-05,1.04360228848656e-06,0.00171012310917818,0.0013503929686773,0,4.69721404482827e-05,0.000160042217560892,0.000452065232194111,0.00105271860018635,0.000429467327293737,0.00149709182456437,7.46515562392083e-06,0.000664006756706974,0.000297973515667829,3.42012669058313e-05,1.73112948837628e-06,0.000289389490185124,0.00120514115104411,0.0012259287926422,0.00230691203023706,0.00334037099169073,0.000145276726948574,0.00323797162359102,0.243915740210634,0.0401258343886538,0.000120935648392535,0.000120946902296777,0.00044268714797822,5.63158475197145e-05,0.000904962363543784,0.000156008625262242,0.00010085796751102,0.22739244951712,-3.84183549754442,-1.16574702918338,0.401963043911228,TRUE,13.163590143537,1
"8","12015","Charlotte County, Florida",176954,0.901918012590843,0.0550142975010455,0.0422821750285385,0.957717824971462,0.843940204097885,0.0600575660701487,0.0392723466706106,0.0507229888849702,0.0060068942763854,0.675325640596837,0.790978356145911,0.0797990695165532,0.00247791787472187,0.0105859348661587,0.0233295125075855,0.0928292090890702,0.291123812147087,0.0470802919708029,0.0898223385208649,0.144491116926043,0.899789004942647,0.0525680779632565,0.0363354471696354,0.00455213093350741,0.4542,0.892212738017072,0.107787261982928,0.829494418910046,0.144044648719632,0.0808535784635588,0.568404464871963,5098238500,2.51,2.22,0.774168417164885,0.225831582835115,50747500,23903200,26844300,0.522875902823375,0.306119500984898,0.609809586342745,0.0431910702560735,0.0118713066316481,0.359185817465529,0.00222704975867416,0.00121985129032344,0.000399467368437584,0.000406245855888366,0.0016709339036974,0.000794002629298823,0.000445892296967947,0.000243391079806204,6.31391314186895e-05,0.00265293507821858,0.00150055732084545,1.10311529934399e-05,6.59271806967831e-05,0.000303393072096642,0.0020380758342302,0.00148285803989562,0.000239525946109184,0.000306143278077356,0.00183874807758823,0.00131633748107753,0.000691705511778738,0.000560317125192511,2.07916704481494e-05,0.00149669634853891,0.00173364765053616,0.00164326261965489,0.0034738002895732,0.00226095102554022,0.00106729965637789,0.00306322560333822,0.225498725486441,0.0364570710177551,0.0101142574558632,0.00889907625309279,0.00573501486217129,0.00988301699660474,0.00423562857158702,0.000214352197707779,5.84108565640811e-05,0.359185817465529,1.17268325178435,-0.382525898513166,1,FALSE,437.33765687399,3
"9","12017","Citrus County, Florida",143087,0.92710029562434,0.0292339625542502,0.02035824358607,0.97964175641393,0.85338187338356,0.0753401551782301,0.0362363656808726,0.0322374339368042,0.002804171820533,0.672449440338411,0.826227448164438,0.0819719953325554,0.00278251503455704,0.00888609640068216,0.0243694461897496,0.0557624988780181,0.315500021998328,0.0676932553125962,0.0914866470148269,0.112719433323067,0.937682096590207,0.0318310288956864,0.0161225868796001,0.00201986442204994,0.4611,0.878095025652465,0.121904974347535,0.812466141933017,0.158662885185303,0.0678595328383417,0.468707179503521,3525024500,2.44,2.19,0.79749916377844,0.20250083622156,57819800,22961300,34858500,0.504684363149677,0.253481405946273,0.586087122781301,0.0619005130492973,0.0164430706478442,0.354928141231956,0.000534839170294831,0.000230853828508664,6.53244783447589e-05,6.56231915529652e-05,0.00131329747293952,0.000581653795377633,0.000288474292725908,0.00014881886882813,8.62344256274163e-06,0.0011212637616348,0.000813478722204357,3.8667386858708e-05,7.06561883205601e-05,0.000477758556825669,0.000518685891934956,0.00135591644650899,0.000277488533720316,0.000272106271194475,0.00115347845903265,0.000348506549633314,0.000167953775453683,5.47259183061007e-05,4.30179948403143e-06,0.00257545287819533,0.00100638428530841,0.000995718751649438,0.00169435675654902,0.00170900478315868,0.000325017235474308,0.00205604378406554,0.177891556734218,0.0237683659381707,0.00482181059314314,0.00456221688202601,0.00280045373952285,0.00402698246254983,0.00284600629676474,0.000236078017955127,9.43397160597429e-05,0.354928141231956,-0.470669991722407,1.93608043324142,1,FALSE,321.244416812902,3
"10","12019","Clay County, Florida",207291,0.80047373016677,0.102840933759787,0.0234983670299241,0.976501632970076,0.822794110491538,0.0647583180062087,0.0647875125293162,0.0426094064753452,0.00505065249759145,0.433363439925915,0.830844650404411,0.073973954645899,0.00115852481173972,0.0118534251571517,0.0204350904292978,0.0617343545515007,0.254149914555369,0.0614917710792969,0.112021102342105,0.165138590482674,0.893848354792561,0.0577304312282853,0.0242846924177396,0.00238095238095238,0.4191,0.941701408757732,0.0582985912422682,0.884751628109758,0.0862966293359492,0.10440338973814,0.644458977083844,5793481500,2.78,2.81,0.739394145412871,0.260605854587129,44503700,19469900,25033800,0.779558026104254,0.20312542576092,0.335799340581487,0.0422763563039865,0.0161448540832175,0.241259979835963,0.00765749957234899,0.00343716053663974,7.11359592452586e-05,7.14960473586376e-05,0.00277755804583409,0.000388464907194233,0.000901283038645929,0.000339124509956451,1.33563300679698e-05,0.000820851159804633,0.000613192719795813,5.54169223316981e-06,0.000197988136370962,0.000128579435790184,0.000631017000243374,0.00183647493899774,0.000478382188866964,0.000549533286360002,0.00185863862644315,0.00166575335624129,0.000666465411805926,0.000150828395001231,6.03184015876827e-06,0.000876638337283175,0.00112878756980389,0.00110495757256403,0.00214873922402844,0.00150170299144496,0.00129440402155953,0.00299842810617937,0.121023185950296,0.0359659701359886,0.0083111425703722,0.0079734879045916,0.00277658252512333,0.00246721821872491,0.00271137439041291,0.000238692104306468,0.000126788103575469,0.241259979835963,-2.34175676661597,1.74718380084653,1,FALSE,298.91088366916,3
